eventID,occurrenceID,basisOfRecord,individualCount,organismQuantity,organismQuantityType,occurrenceStatus,scientificName,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,recordedBy,type,ownerInstitutionCode
n3birds,,HumanObservation,3,3,individuals,present,Troglodytes troglodytes,Animalia,Chordata,Aves,Passeriformes,Troglogdytidae,Troglodytes,Troglodytes troglodytes,,species,MH,Event,
n3birds,,HumanObservation,1,1,individuals,present,Circus cyaneus,Animalia,Chordata,Aves,Accipitriformes,Accipitridrae,Circus,Circus cyaneus,,species,MH,Event,
s1birds,,HumanObservation,2,2,individuals,present,Troglodytes troglodytes,Animalia,Chordata,Aves,Passeriformes,Troglogdytidae,Troglodytes,Troglodytes troglodytes,,species,AJ,Event,
s1birds,,HumanObservation,2,2,individuals,present,Prunella modularis,Animalia,Chordata,Aves,Passeriformes,Prunellidae,Prunella,Prunella modularis,,species,AJ,Event,
s1birds,,HumanObservation,5,5,individuals,present,Parus major,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,Parus major,,species,AJ,Event,
s1birds,,HumanObservation,11,11,individuals,present,Periparus ater,Animalia,Chordata,Aves,Passeriformes,Paridae,Periparus,Periparus ater,,species,AJ,Event,
s1birds,,HumanObservation,2,2,individuals,present,Anthus pratensis,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,Anthus pratensis,,species,AJ,Event,
s1birds,,HumanObservation,2,2,individuals,present,Fringilla coelebs,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Fringilla,Fringilla coelebs,,species,AJ,Event,
s1birds,,HumanObservation,1,1,individuals,present,Carduelis spinus,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Carduelis,Carduelis spinus,,species,AJ,Event,
s1birds,,HumanObservation,1,1,individuals,present,Cyanistes caeruleus,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,Cyanistes caeruleus,,species,AJ,Event,
s2birds,,HumanObservation,5,5,individuals,present,Troglodytes troglodytes,Animalia,Chordata,Aves,Passeriformes,Troglogdytidae,Troglodytes,Troglodytes troglodytes,,species,AJ,Event,
s2birds,,HumanObservation,3,3,individuals,present,Anthus pratensis,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,Anthus pratensis,,species,AJ,Event,
s2birds,,HumanObservation,2,2,individuals,present,Fringilla coelebs,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Fringilla,Fringilla coelebs,,species,AJ,Event,
s2birds,,HumanObservation,1,1,individuals,present,Erithacus rubecula,Animalia,Chordata,Aves,Passeriformes,Turdidae,Erithacus,Erithacus rubecula,,species,AJ,Event,
s2birds,,HumanObservation,1,1,individuals,present,Parus major,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,Parus major,,species,AJ,Event,
s3birds,,HumanObservation,2,2,individuals,present,Troglodytes troglodytes,Animalia,Chordata,Aves,Passeriformes,Troglogdytidae,Troglodytes,Troglodytes troglodytes,,species,AJ,Event,
s3birds,,HumanObservation,2,2,individuals,present,Parus major,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,Parus major,,species,AJ,Event,
s3birds,,HumanObservation,1,1,individuals,present,Regulus regulus,Animalia,Chordata,Aves,Passeriformes,Troglogdytidae,Regulus,Regulus regulus,,species,AJ,Event,
s3birds,,HumanObservation,1,1,individuals,present,Anthus pratensis,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,Anthus pratensis,,species,AJ,Event,
s3birds,,HumanObservation,1,1,individuals,present,Fringilla coelebs,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Fringilla,Fringilla coelebs,,species,AJ,Event,
s3birds,,HumanObservation,1,1,individuals,present,Erithacus rubecula,Animalia,Chordata,Aves,Passeriformes,Turdidae,Erithacus,Erithacus rubecula,,species,AJ,Event,
